Cow_ID,Day,days_to_onset,is_clinical_active,Temperature,asym_IU,asym_IU_delta_7d,temp_delta_7d,prob_onset_14d,risk_score,risk_band,top_factors
synth_cow_001,1,999,0,39.1,3.0,0.0,0.0,0.018889572081652064,1.1,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 3.0 units) | Temperature is within normal physiological range (39.1°C; 7-day drift: +0.0°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,2,999,0,39.2,6.900000000000006,0.0,0.0,0.014045919597983148,0.8,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 6.9 units) | Temperature is within normal physiological range (39.2°C; 7-day drift: +0.0°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,3,999,0,39.1,2.299999999999983,0.0,0.0,0.08385851066925795,5.0,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 2.3 units) | Temperature is within normal physiological range (39.1°C; 7-day drift: +0.0°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,4,999,0,39.2,6.400000000000006,0.0,0.0,0.0747126262516901,4.5,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 6.4 units) | Temperature is within normal physiological range (39.2°C; 7-day drift: +0.0°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,5,999,0,39.1,3.299999999999983,0.0,0.0,0.07402482020950406,4.4,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 3.3 units) | Temperature is within normal physiological range (39.1°C; 7-day drift: +0.0°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,6,999,0,38.8,3.0,0.0,0.0,0.1014911865821009,6.1,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 3.0 units) | Temperature is within normal physiological range (38.8°C; 7-day drift: +0.0°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,7,999,0,38.9,5.199999999999989,0.0,0.0,0.08573069860891551,5.1,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 5.2 units) | Temperature is within normal physiological range (38.9°C; 7-day drift: +0.0°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,8,999,0,39.0,6.200000000000017,3.200000000000017,-0.10000000000000142,0.19300457620598582,11.6,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 6.2 units) | Temperature is within normal physiological range (39.0°C; 7-day drift: -0.1°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,9,999,0,39.1,5.700000000000017,-1.1999999999999886,-0.10000000000000142,0.11455538176535379,6.9,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 5.7 units) | Temperature is within normal physiological range (39.1°C; 7-day drift: -0.1°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,10,999,0,39.0,6.799999999999983,4.5,-0.10000000000000142,0.17381138456845385,10.4,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 6.8 units) | Temperature is within normal physiological range (39.0°C; 7-day drift: -0.1°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,11,999,0,39.1,8.699999999999989,2.299999999999983,-0.10000000000000142,0.09869816125104057,7.9,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 8.7 units) | Temperature is within normal physiological range (39.1°C; 7-day drift: -0.1°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,12,999,0,38.9,3.8000000000000114,0.5000000000000284,-0.20000000000000284,0.11230486265729141,6.7,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 3.8 units) | Temperature is within normal physiological range (38.9°C; 7-day drift: -0.2°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,13,999,0,38.8,3.9000000000000057,0.9000000000000057,0.0,0.12142207066836602,7.3,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 3.9 units) | Temperature is within normal physiological range (38.8°C; 7-day drift: +0.0°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,14,999,0,39.1,6.199999999999989,1.0,0.20000000000000284,0.15929267981509335,9.6,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 6.2 units) | Temperature is within normal physiological range (39.1°C; 7-day drift: +0.2°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,15,999,0,39.3,5.400000000000006,-0.8000000000000114,0.29999999999999716,0.10237520226463716,6.1,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 5.4 units) | Temperature is within normal physiological range (39.3°C; 7-day drift: +0.3°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,16,999,0,39.2,4.599999999999994,-1.1000000000000227,0.10000000000000142,0.1579348277405856,9.5,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 4.6 units) | Temperature is within normal physiological range (39.2°C; 7-day drift: +0.1°C) | No focal inflammation detected across all 4 quarters
synth_cow_001,17,999,0,39.2,7.400000000000006,0.6000000000000227,0.20000000000000284,0.09814223668741541,5.9,LOW RISK,Udder quarters are stable and symmetric (asymmetry spread: 7.4 units) | Temperature is within normal physiological range (39.2°C; 7-day drift: +0.2°C) | No focal inflammation detected across all 4 quarters
